,vm,model_size,num_cands,num_voters,probmodel,mean_profitability,est_std_error,variance,num_trials,learning_rate,labeling,batch_size,num_iterations,generation,agent_infos,manip_weight
4619,Plurality,"(512, 512)",6,11,uniform,0.008708701,0.00048544487447941723,0.014478514,61440,0.006,optimize,512,2000,1,"('majority',)",1
4620,Plurality,"(1024, 1024)",6,11,uniform,0.007577725,0.0004976145004837513,0.01622779,65536,0.006,optimize,512,2000,1,"('majority',)",1
4621,Plurality,"(8, 8, 8)",6,11,uniform,0.0017523621,0.0004925751288232089,0.015900774,65536,0.006,optimize,512,2000,1,"('majority',)",1
4622,Plurality,"(32, 16, 8)",6,11,uniform,0.0056304615,0.0004926770635770523,0.014913131,61440,0.006,optimize,512,2000,1,"('majority',)",1
4623,Plurality,"(32, 32, 32)",6,11,uniform,0.010811414,0.0004829089278007585,0.013372446,57344,0.006,optimize,512,2000,1,"('majority',)",1
4624,Plurality,"(64, 64, 64)",6,11,uniform,0.011046502,0.0004926166960147854,0.013915495,57344,0.006,optimize,512,2000,1,"('majority',)",1
4625,Plurality,"(128, 64, 32)",6,11,uniform,0.011129064,0.00048424927828822647,0.013446783,57344,0.006,optimize,512,2000,1,"('majority',)",1
4626,Plurality,"(128, 128, 128)",6,11,uniform,0.010529571,0.0004890372539839216,0.013714005,57344,0.006,optimize,512,2000,1,"('majority',)",1
4627,Plurality,"(256, 256, 256)",6,11,uniform,0.011412308,0.0004916978589181758,0.013863632,57344,0.006,optimize,512,2000,1,"('majority',)",1
4628,Plurality,"(512, 256, 128)",6,11,uniform,0.011329219,0.0004986905472561807,0.0142607605,57344,0.006,optimize,512,2000,1,"('majority',)",1
4629,Plurality,"(512, 512, 512)",6,11,uniform,0.006614422,0.00048480630031639253,0.01636587,69632,0.006,optimize,512,2000,1,"('majority',)",1
4630,Instant Runoff PUT,"(4,)",6,11,uniform,-0.019759916,0.0004945703620128802,0.02604866,106496,0.006,optimize,512,2000,1,"('majority',)",1
4631,Instant Runoff PUT,"(8,)",6,11,uniform,0.0035082276,0.0004892224592792332,0.014704725,61440,0.006,optimize,512,2000,1,"('majority',)",1
4632,Instant Runoff PUT,"(16,)",6,11,uniform,0.0044196644,0.000487369816086016,0.013620645,57344,0.006,optimize,512,2000,1,"('majority',)",1
4633,Instant Runoff PUT,"(32,)",6,11,uniform,0.002047316,0.0004870747159327661,0.014575898,61440,0.006,optimize,512,2000,1,"('majority',)",1
4634,Instant Runoff PUT,"(64,)",6,11,uniform,0.00054258545,0.0004997136350051254,0.015342161,61440,0.006,optimize,512,2000,1,"('majority',)",1
4635,Instant Runoff PUT,"(128,)",6,11,uniform,0.0022815682,0.0004945411508554506,0.016027957,65536,0.006,optimize,512,2000,1,"('majority',)",1
4636,Instant Runoff PUT,"(256,)",6,11,uniform,0.0062671294,0.000488384208163428,0.016608326,69632,0.006,optimize,512,2000,1,"('majority',)",1
4637,Instant Runoff PUT,"(512,)",6,11,uniform,0.006158248,0.0004891777512210805,0.017642492,73728,0.006,optimize,512,2000,1,"('majority',)",1
4638,Instant Runoff PUT,"(1024,)",6,11,uniform,0.0050238045,0.0004967267779100865,0.018191215,73728,0.006,optimize,512,2000,1,"('majority',)",1
4639,Instant Runoff PUT,"(4, 4)",6,11,uniform,-0.024807783,0.0004993623847708205,0.02859867,114688,0.006,optimize,512,2000,1,"('majority',)",1
4640,Instant Runoff PUT,"(8, 8)",6,11,uniform,0.0016970036,0.00048773528327497156,0.01558984,65536,0.006,optimize,512,2000,1,"('majority',)",1
4641,Instant Runoff PUT,"(16, 8)",6,11,uniform,0.0045458046,0.0004846869487121152,0.014433338,61440,0.006,optimize,512,2000,1,"('majority',)",1
4642,Instant Runoff PUT,"(16, 16)",6,11,uniform,-0.00018691315,0.0004926468888230163,0.016899511,69632,0.006,optimize,512,2000,1,"('majority',)",1
4643,Instant Runoff PUT,"(32, 32)",6,11,uniform,0.0032505249,0.000497811456006481,0.015225583,61440,0.006,optimize,512,2000,1,"('majority',)",1
4644,Instant Runoff PUT,"(64, 32)",6,11,uniform,0.0043690405,0.0004916151178107449,0.014848911,61440,0.006,optimize,512,2000,1,"('majority',)",1
4645,Instant Runoff PUT,"(64, 64)",6,11,uniform,0.0061525125,0.0004882966478744025,0.014649123,61440,0.006,optimize,512,2000,1,"('majority',)",1
4646,Instant Runoff PUT,"(128, 128)",6,11,uniform,0.007280385,0.0004895538640371385,0.015706314,65536,0.006,optimize,512,2000,1,"('majority',)",1
4647,Instant Runoff PUT,"(256, 128)",6,11,uniform,0.0075547346,0.00048537733959335734,0.016404448,69632,0.006,optimize,512,2000,1,"('majority',)",1
4648,Instant Runoff PUT,"(256, 256)",6,11,uniform,0.008718095,0.0004898110140864203,0.01670551,69632,0.006,optimize,512,2000,1,"('majority',)",1
4649,Instant Runoff PUT,"(512, 512)",6,11,uniform,0.0055190795,0.0004878991150579195,0.017550385,73728,0.006,optimize,512,2000,1,"('majority',)",1
4650,Instant Runoff PUT,"(1024, 1024)",6,11,uniform,0.0061149523,0.0004934892582540081,0.017954858,73728,0.006,optimize,512,2000,1,"('majority',)",1
4651,Instant Runoff PUT,"(8, 8, 8)",6,11,uniform,-0.0010591511,0.0004851778312151168,0.016390964,69632,0.006,optimize,512,2000,1,"('majority',)",1
4652,Instant Runoff PUT,"(32, 16, 8)",6,11,uniform,0.003914191,0.0004901971067861787,0.014763374,61440,0.006,optimize,512,2000,1,"('majority',)",1
4653,Instant Runoff PUT,"(32, 32, 32)",6,11,uniform,0.0042988206,0.0004842954301324143,0.01441003,61440,0.006,optimize,512,2000,1,"('majority',)",1
4654,Instant Runoff PUT,"(64, 64, 64)",6,11,uniform,0.004653199,0.0004974551659428451,0.015203795,61440,0.006,optimize,512,2000,1,"('majority',)",1
4655,Instant Runoff PUT,"(128, 64, 32)",6,11,uniform,0.005525591,0.0004958825475206531,0.01510782,61440,0.006,optimize,512,2000,1,"('majority',)",1
4656,Instant Runoff PUT,"(128, 128, 128)",6,11,uniform,0.0043681236,0.0004970693076433144,0.01619225,65536,0.006,optimize,512,2000,1,"('majority',)",1
4657,Instant Runoff PUT,"(256, 256, 256)",6,11,uniform,0.010602819,0.0004961875678426529,0.017143298,69632,0.006,optimize,512,2000,1,"('majority',)",1
4658,Instant Runoff PUT,"(512, 256, 128)",6,11,uniform,0.0077661993,0.00048706152625585433,0.016518489,69632,0.006,optimize,512,2000,1,"('majority',)",1
4659,Instant Runoff PUT,"(512, 512, 512)",6,11,uniform,0.006022913,0.0004883746045557413,0.017584609,73728,0.006,optimize,512,2000,1,"('majority',)",1
4660,Instant Runoff,"(4,)",6,11,uniform,-0.016452199,0.0004987142949109615,0.03667441,147456,0.006,optimize,512,2000,1,"('majority',)",1
4661,Instant Runoff,"(8,)",6,11,uniform,0.0062381146,0.000493947964581666,0.023984417,98304,0.006,optimize,512,2000,1,"('majority',)",1
4662,Instant Runoff,"(16,)",6,11,uniform,0.0014672112,0.0004947118996856904,0.028068481,114688,0.006,optimize,512,2000,1,"('majority',)",1
4663,Instant Runoff,"(32,)",6,11,uniform,0.0018340242,0.0004935133335170807,0.025937434,106496,0.006,optimize,512,2000,1,"('majority',)",1
4664,Instant Runoff,"(64,)",6,11,uniform,0.0015254145,0.0004951210519380518,0.026106702,106496,0.006,optimize,512,2000,1,"('majority',)",1
4665,Instant Runoff,"(128,)",6,11,uniform,0.00819646,0.000491843848877256,0.02675311,110592,0.006,optimize,512,2000,1,"('majority',)",1
4666,Instant Runoff,"(256,)",6,11,uniform,-0.00013516015,0.0004917821782201632,0.028727634,118784,0.006,optimize,512,2000,1,"('majority',)",1
4667,Instant Runoff,"(512,)",6,11,uniform,0.008332893,0.0004925575212717813,0.029812032,122880,0.006,optimize,512,2000,1,"('majority',)",1
4668,Instant Runoff,"(1024,)",6,11,uniform,0.0005884246,0.0004931983531423063,0.029889654,122880,0.006,optimize,512,2000,1,"('majority',)",1
4669,Instant Runoff,"(4, 4)",6,11,uniform,-0.014563028,0.0004962644413923289,0.03631498,147456,0.006,optimize,512,2000,1,"('majority',)",1
4670,Instant Runoff,"(8, 8)",6,11,uniform,0.0035963892,0.0004942249098368005,0.025011802,102400,0.006,optimize,512,2000,1,"('majority',)",1
4671,Instant Runoff,"(16, 8)",6,11,uniform,0.004785075,0.000499963492525376,0.024572162,98304,0.006,optimize,512,2000,1,"('majority',)",1
4672,Instant Runoff,"(16, 16)",6,11,uniform,0.004761479,0.0004907546413731388,0.025648268,106496,0.006,optimize,512,2000,1,"('majority',)",1
4673,Instant Runoff,"(32, 32)",6,11,uniform,0.0014532643,0.0004987854711486627,0.028532628,114688,0.006,optimize,512,2000,1,"('majority',)",1
4674,Instant Runoff,"(64, 32)",6,11,uniform,0.008170013,0.0004938077249389874,0.0239708,98304,0.006,optimize,512,2000,1,"('majority',)",1
4675,Instant Runoff,"(64, 64)",6,11,uniform,0.00047161436,0.0004929318170855511,0.028862104,118784,0.006,optimize,512,2000,1,"('majority',)",1
4676,Instant Runoff,"(128, 128)",6,11,uniform,0.006054057,0.0004937396221620962,0.025961224,106496,0.006,optimize,512,2000,1,"('majority',)",1
4677,Instant Runoff,"(256, 128)",6,11,uniform,0.0023739894,0.0004979672315169948,0.028439092,114688,0.006,optimize,512,2000,1,"('majority',)",1
4678,Instant Runoff,"(256, 256)",6,11,uniform,0.0044513424,0.0004949970959998413,0.028100852,114688,0.006,optimize,512,2000,1,"('majority',)",1
4679,Instant Runoff,"(512, 512)",6,11,uniform,0.00089296617,0.0004931729942052039,0.029886581,122880,0.006,optimize,512,2000,1,"('majority',)",1
4680,Instant Runoff,"(1024, 1024)",6,11,uniform,0.0005793584,0.0004989558776545643,0.030591583,122880,0.006,optimize,512,2000,1,"('majority',)",1
4681,Instant Runoff,"(8, 8, 8)",6,11,uniform,-0.0032901117,0.0004953209147603414,0.03014748,122880,0.006,optimize,512,2000,1,"('majority',)",1
4682,Instant Runoff,"(32, 16, 8)",6,11,uniform,0.006681111,0.0004919052737843233,0.023786455,98304,0.006,optimize,512,2000,1,"('majority',)",1
4683,Instant Runoff,"(32, 32, 32)",6,11,uniform,0.0075114467,0.0004983757460161307,0.023398982,94208,0.006,optimize,512,2000,1,"('majority',)",1
4684,Instant Runoff,"(64, 64, 64)",6,11,uniform,0.0037423004,0.0004938099928848273,0.026967429,110592,0.006,optimize,512,2000,1,"('majority',)",1
4685,Instant Runoff,"(128, 64, 32)",6,11,uniform,0.004970414,0.0004984249824778988,0.026456283,106496,0.006,optimize,512,2000,1,"('majority',)",1
4686,Instant Runoff,"(128, 128, 128)",6,11,uniform,0.004697303,0.0004907677679979754,0.027622709,114688,0.006,optimize,512,2000,1,"('majority',)",1
4687,Instant Runoff,"(256, 256, 256)",6,11,uniform,0.004040018,0.0004964343232024326,0.028264271,114688,0.006,optimize,512,2000,1,"('majority',)",1
4688,Instant Runoff,"(512, 256, 128)",6,11,uniform,0.0053058905,0.0004975175961117412,0.028387757,114688,0.006,optimize,512,2000,1,"('majority',)",1
4689,Instant Runoff,"(512, 512, 512)",6,11,uniform,0.0046388237,0.0004974841858708092,0.028383944,114688,0.006,optimize,512,2000,1,"('majority',)",1
4690,Borda,"(4,)",6,11,uniform,-0.04869437,0.0004962065274094551,0.05244284,212992,0.006,optimize,512,2000,1,"('majority',)",1
4691,Borda,"(8,)",6,11,uniform,0.005861486,0.0004957569587190078,0.035234053,143360,0.006,optimize,512,2000,1,"('majority',)",1
4692,Borda,"(16,)",6,11,uniform,0.03350114,0.0004942559726404819,0.030017983,122880,0.006,optimize,512,2000,1,"('majority',)",1
4693,Borda,"(32,)",6,11,uniform,0.03805659,0.0004944171979320201,0.02903631,118784,0.006,optimize,512,2000,1,"('majority',)",1
4694,Borda,"(64,)",6,11,uniform,0.034416877,0.0004939491867824214,0.02998073,122880,0.006,optimize,512,2000,1,"('majority',)",1
4695,Borda,"(128,)",6,11,uniform,0.04092893,0.0004915267760037305,0.027708216,114688,0.006,optimize,512,2000,1,"('majority',)",1
4696,Borda,"(256,)",6,11,uniform,0.03998301,0.0004963887428965356,0.02724982,110592,0.006,optimize,512,2000,1,"('majority',)",1
4697,Borda,"(512,)",6,11,uniform,0.033243205,0.0004934336185487587,0.028920896,118784,0.006,optimize,512,2000,1,"('majority',)",1
4698,Borda,"(1024,)",6,11,uniform,0.032989495,0.000491751953552096,0.028724102,118784,0.006,optimize,512,2000,1,"('majority',)",1
4699,Borda,"(4, 4)",6,11,uniform,-0.046058625,0.000495080887008796,0.051201228,208896,0.006,optimize,512,2000,1,"('majority',)",1
4700,Borda,"(8, 8)",6,11,uniform,-0.006620645,0.0004986171483730706,0.03767847,151552,0.006,optimize,512,2000,1,"('majority',)",1
4701,Borda,"(16, 8)",6,11,uniform,0.020892167,0.0004991293060356023,0.032653727,131072,0.006,optimize,512,2000,1,"('majority',)",1
4702,Borda,"(16, 16)",6,11,uniform,0.030059777,0.0004990760228696007,0.030606318,122880,0.006,optimize,512,2000,1,"('majority',)",1
4703,Borda,"(32, 32)",6,11,uniform,0.039523356,0.0004953881930383905,0.028145274,114688,0.006,optimize,512,2000,1,"('majority',)",1
4704,Borda,"(64, 32)",6,11,uniform,0.030596128,0.0004953272801696582,0.030148255,122880,0.006,optimize,512,2000,1,"('majority',)",1
4705,Borda,"(64, 64)",6,11,uniform,0.03884918,0.0004994767430277732,0.027589913,110592,0.006,optimize,512,2000,1,"('majority',)",1
4706,Borda,"(128, 128)",6,11,uniform,0.0388004,0.0004958058239571737,0.027185857,110592,0.006,optimize,512,2000,1,"('majority',)",1
4707,Borda,"(256, 128)",6,11,uniform,0.035841,0.0004969418090375208,0.028322088,114688,0.006,optimize,512,2000,1,"('majority',)",1
4708,Borda,"(256, 256)",6,11,uniform,0.032680858,0.0004923798510061391,0.028797504,118784,0.006,optimize,512,2000,1,"('majority',)",1
4709,Borda,"(512, 512)",6,11,uniform,0.03375854,0.0004965817455914524,0.028281061,114688,0.006,optimize,512,2000,1,"('majority',)",1
4710,Borda,"(1024, 1024)",6,11,uniform,0.026794752,0.0004982108373600516,0.029483609,118784,0.006,optimize,512,2000,1,"('majority',)",1
4711,Borda,"(8, 8, 8)",6,11,uniform,-0.018934187,0.0004973500700230309,0.041539915,167936,0.006,optimize,512,2000,1,"('majority',)",1
4712,Borda,"(32, 16, 8)",6,11,uniform,0.026790412,0.0004956913758252284,0.032205448,131072,0.006,optimize,512,2000,1,"('majority',)",1
4713,Borda,"(32, 32, 32)",6,11,uniform,0.034216534,0.0004959068178073319,0.02921154,118784,0.006,optimize,512,2000,1,"('majority',)",1
4714,Borda,"(64, 64, 64)",6,11,uniform,0.037231266,0.0004971880965894855,0.028350169,114688,0.006,optimize,512,2000,1,"('majority',)",1
4715,Borda,"(128, 64, 32)",6,11,uniform,0.035177287,0.000495603774116886,0.02917585,118784,0.006,optimize,512,2000,1,"('majority',)",1
4716,Borda,"(128, 128, 128)",6,11,uniform,0.032501504,0.000491150275538416,0.028653856,118784,0.006,optimize,512,2000,1,"('majority',)",1
4717,Borda,"(256, 256, 256)",6,11,uniform,0.03606429,0.0004972173270833825,0.028353501,114688,0.006,optimize,512,2000,1,"('majority',)",1
4718,Borda,"(512, 256, 128)",6,11,uniform,0.0346282,0.0004974912747750049,0.028384754,114688,0.006,optimize,512,2000,1,"('majority',)",1
4719,Borda,"(512, 512, 512)",6,11,uniform,0.02920886,0.0004947981190368264,0.029081069,118784,0.006,optimize,512,2000,1,"('majority',)",1
4720,Instant Runoff,"(4,)",6,11,uniform,-0.021269113,0.0004988066058674801,0.03566887,143360,0.006,optimize,512,2000,1,"('margin',)",1
4721,Instant Runoff,"(8,)",6,11,uniform,-0.0008042147,0.0004928588530975427,0.02188885,90112,0.006,optimize,512,2000,1,"('margin',)",1
4722,Instant Runoff,"(16,)",6,11,uniform,-0.0014942675,0.0004936374856278431,0.021958066,90112,0.006,optimize,512,2000,1,"('margin',)",1
4723,Instant Runoff,"(32,)",6,11,uniform,-0.0004032454,0.0004936770938119259,0.022959854,94208,0.006,optimize,512,2000,1,"('margin',)",1
4724,Instant Runoff,"(64,)",6,11,uniform,-0.0053864187,0.0004975731629505112,0.0283941,114688,0.006,optimize,512,2000,1,"('margin',)",1
4725,Instant Runoff,"(128,)",6,11,uniform,-0.004694317,0.0004930714594289519,0.027882641,114688,0.006,optimize,512,2000,1,"('margin',)",1
4726,Instant Runoff,"(256,)",6,11,uniform,-0.0016714926,0.0004920424537816209,0.02677472,110592,0.006,optimize,512,2000,1,"('margin',)",1
4727,Instant Runoff,"(512,)",6,11,uniform,-0.0041179997,0.0004915224899416802,0.027707731,114688,0.006,optimize,512,2000,1,"('margin',)",1
4728,Instant Runoff,"(4, 4)",6,11,uniform,-0.02320458,0.0004963888849952442,0.03734246,151552,0.006,optimize,512,2000,1,"('margin',)",1
4729,Instant Runoff,"(8, 8)",6,11,uniform,3.8933846e-05,0.000491164824306115,0.021738637,90112,0.006,optimize,512,2000,1,"('margin',)",1
4730,Instant Runoff,"(16, 8)",6,11,uniform,-0.0027460845,0.0004990724565265678,0.024484655,98304,0.006,optimize,512,2000,1,"('margin',)",1
4731,Instant Runoff,"(16, 16)",6,11,uniform,3.274228e-05,0.0004951996690763107,0.022097263,90112,0.006,optimize,512,2000,1,"('margin',)",1
4732,Instant Runoff,"(32, 32)",6,11,uniform,0.00020346486,0.0004918349319480579,0.023779653,98304,0.006,optimize,512,2000,1,"('margin',)",1
4733,Instant Runoff,"(64, 32)",6,11,uniform,-0.0014289852,0.0004917777888205168,0.025755325,106496,0.006,optimize,512,2000,1,"('margin',)",1
4734,Instant Runoff,"(64, 64)",6,11,uniform,0.003660524,0.0004951494397049542,0.02309701,94208,0.006,optimize,512,2000,1,"('margin',)",1
4735,Instant Runoff,"(128, 128)",6,11,uniform,0.0013584058,0.000495542160373402,0.025145307,102400,0.006,optimize,512,2000,1,"('margin',)",1
4736,Instant Runoff,"(256, 128)",6,11,uniform,0.00082125486,0.0004981217157771311,0.025407776,102400,0.006,optimize,512,2000,1,"('margin',)",1
4737,Instant Runoff,"(256, 256)",6,11,uniform,0.0012854236,0.0004967882698379927,0.025271928,102400,0.006,optimize,512,2000,1,"('margin',)",1
4738,Instant Runoff,"(8, 8, 8)",6,11,uniform,-0.0012923538,0.0004912248293346604,0.023720695,98304,0.006,optimize,512,2000,1,"('margin',)",1
4739,Instant Runoff,"(32, 16, 8)",6,11,uniform,0.00035783663,0.000489340164622619,0.023539027,98304,0.006,optimize,512,2000,1,"('margin',)",1
4740,Instant Runoff,"(32, 32, 32)",6,11,uniform,0.00066744577,0.0004938599070250555,0.023975866,98304,0.006,optimize,512,2000,1,"('margin',)",1
4741,Instant Runoff,"(64, 64, 64)",6,11,uniform,0.0058165323,0.0004962928002801693,0.023203801,94208,0.006,optimize,512,2000,1,"('margin',)",1
4742,Instant Runoff,"(128, 64, 32)",6,11,uniform,0.004258407,0.0004937256548950462,0.023962833,98304,0.006,optimize,512,2000,1,"('margin',)",1
4743,Instant Runoff,"(128, 128, 128)",6,11,uniform,-0.002303735,0.0004948279147302804,0.028081646,114688,0.006,optimize,512,2000,1,"('margin',)",1
4744,Instant Runoff,"(256, 256, 256)",6,11,uniform,0.002287544,0.0004985389719997263,0.02545036,102400,0.006,optimize,512,2000,1,"('margin',)",1
4745,Instant Runoff,"(512, 256, 128)",6,11,uniform,0.002511344,0.0004940298329530068,0.02499206,102400,0.006,optimize,512,2000,1,"('margin',)",1
4746,Split Cycle,"(4,)",6,11,uniform,-0.02591541,0.0004865063134522284,0.013572423,57344,0.006,optimize,512,2000,1,"('margin',)",1
4747,Split Cycle,"(8,)",6,11,uniform,-0.014166665,0.0004789532417334969,0.00939584,40960,0.006,optimize,512,2000,1,"('margin',)",1
4748,Split Cycle,"(16,)",6,11,uniform,-0.006764438,0.0004851940594316683,0.007713787,32768,0.006,optimize,512,2000,1,"('margin',)",1
4749,Split Cycle,"(32,)",6,11,uniform,-0.0023498149,0.0004961766626379443,0.00705855,28672,0.006,optimize,512,2000,1,"('margin',)",1
4750,Split Cycle,"(64,)",6,11,uniform,-0.0034463573,0.0004761062740557163,0.0074275313,32768,0.006,optimize,512,2000,1,"('margin',)",1
4751,Split Cycle,"(128,)",6,11,uniform,-0.00048910186,0.0004686098003036338,0.007195474,32768,0.006,optimize,512,2000,1,"('margin',)",1
4752,Split Cycle,"(256,)",6,11,uniform,-0.0020935994,0.0004735212293635525,0.007347094,32768,0.006,optimize,512,2000,1,"('margin',)",1
4753,Split Cycle,"(512,)",6,11,uniform,-0.006884759,0.00048436313650988475,0.0086483415,36864,0.006,optimize,512,2000,1,"('margin',)",1
4754,Split Cycle,"(4, 4)",6,11,uniform,-0.032791052,0.000487431389826496,0.016543584,69632,0.006,optimize,512,2000,1,"('margin',)",1
4755,Split Cycle,"(8, 8)",6,11,uniform,-0.012263996,0.0004730364965974151,0.008248595,36864,0.006,optimize,512,2000,1,"('margin',)",1
4756,Split Cycle,"(16, 8)",6,11,uniform,-0.010746721,0.00046997873764495225,0.0081423,36864,0.006,optimize,512,2000,1,"('margin',)",1
4757,Split Cycle,"(16, 16)",6,11,uniform,-0.008758881,0.0004879614299257781,0.007802031,32768,0.006,optimize,512,2000,1,"('margin',)",1
4758,Split Cycle,"(32, 32)",6,11,uniform,-0.003962839,0.00047539222850078724,0.007405269,32768,0.006,optimize,512,2000,1,"('margin',)",1
4759,Split Cycle,"(64, 32)",6,11,uniform,-0.0022709114,0.000493673370212599,0.006987507,28672,0.006,optimize,512,2000,1,"('margin',)",1
4760,Split Cycle,"(64, 64)",6,11,uniform,-0.0012784677,0.0004981133556139911,0.00711376,28672,0.006,optimize,512,2000,1,"('margin',)",1
4761,Split Cycle,"(128, 128)",6,11,uniform,0.00060419645,0.0004903549657311184,0.0068938844,28672,0.006,optimize,512,2000,1,"('margin',)",1
4762,Split Cycle,"(256, 128)",6,11,uniform,-0.004123701,0.0004933293013461659,0.007974629,32768,0.006,optimize,512,2000,1,"('margin',)",1
4763,Split Cycle,"(256, 256)",6,11,uniform,-0.002480022,0.0004894788956293104,0.007850632,32768,0.006,optimize,512,2000,1,"('margin',)",1
4764,Split Cycle,"(8, 8, 8)",6,11,uniform,-0.013858529,0.0004917373123284865,0.008913679,36864,0.006,optimize,512,2000,1,"('margin',)",1
4765,Split Cycle,"(32, 16, 8)",6,11,uniform,-0.01034699,0.00047916555825797314,0.008463731,36864,0.006,optimize,512,2000,1,"('margin',)",1
4766,Split Cycle,"(32, 32, 32)",6,11,uniform,-0.005819819,0.00048259994726211196,0.007631523,32768,0.006,optimize,512,2000,1,"('margin',)",1
4767,Split Cycle,"(64, 64, 64)",6,11,uniform,-0.0027813597,0.00047471348313852136,0.007384138,32768,0.006,optimize,512,2000,1,"('margin',)",1
4768,Split Cycle,"(128, 64, 32)",6,11,uniform,-0.0038311456,0.000495631707057558,0.008049239,32768,0.006,optimize,512,2000,1,"('margin',)",1
4769,Split Cycle,"(128, 128, 128)",6,11,uniform,-0.0055097006,0.000499541089179156,0.00817672,32768,0.006,optimize,512,2000,1,"('margin',)",1
4770,Split Cycle,"(256, 256, 256)",6,11,uniform,-0.006190323,0.0004819572871744022,0.008562642,36864,0.006,optimize,512,2000,1,"('margin',)",1
4771,Split Cycle,"(512, 256, 128)",6,11,uniform,-0.0069644027,0.0004831135538098457,0.008603777,36864,0.006,optimize,512,2000,1,"('margin',)",1
4772,Plurality,"(4,)",6,11,uniform,-0.01774858,0.0004919275376147544,0.023788609,98304,0.006,optimize,512,2000,1,"('margin',)",1
4773,Plurality,"(8,)",6,11,uniform,0.011880154,0.0004953064714785145,0.013063007,53248,0.006,optimize,512,2000,1,"('margin',)",1
4774,Plurality,"(16,)",6,11,uniform,0.012506321,0.0004920208146489731,0.012890273,53248,0.006,optimize,512,2000,1,"('margin',)",1
4775,Plurality,"(32,)",6,11,uniform,0.012258776,0.0004870788937716925,0.013604389,57344,0.006,optimize,512,2000,1,"('margin',)",1
4776,Plurality,"(64,)",6,11,uniform,0.013846094,0.00049597578717232,0.013098335,53248,0.006,optimize,512,2000,1,"('margin',)",1
4777,Plurality,"(128,)",6,11,uniform,0.008715473,0.0004922412434583981,0.015879225,65536,0.006,optimize,512,2000,1,"('margin',)",1
4778,Plurality,"(256,)",6,11,uniform,0.01291347,0.000491771894303476,0.014858383,61440,0.006,optimize,512,2000,1,"('margin',)",1
4779,Plurality,"(512,)",6,11,uniform,0.012647241,0.0004822607230220875,0.0142892,61440,0.006,optimize,512,2000,1,"('margin',)",1
4780,Plurality,"(4, 4)",6,11,uniform,-0.015106933,0.000491274200161273,0.022736892,94208,0.006,optimize,512,2000,1,"('margin',)",1
4781,Plurality,"(8, 8)",6,11,uniform,0.009888592,0.0004873650935331592,0.013620381,57344,0.006,optimize,512,2000,1,"('margin',)",1
4782,Plurality,"(16, 8)",6,11,uniform,0.012155716,0.00048536035015551635,0.013508558,57344,0.006,optimize,512,2000,1,"('margin',)",1
4783,Plurality,"(16, 16)",6,11,uniform,0.011171119,0.0004901064748472442,0.013774038,57344,0.006,optimize,512,2000,1,"('margin',)",1
4784,Plurality,"(32, 32)",6,11,uniform,0.011847503,0.0004859355654973014,0.0145077985,61440,0.006,optimize,512,2000,1,"('margin',)",1
4785,Plurality,"(64, 32)",6,11,uniform,0.012660745,0.0004991884931293672,0.014289253,57344,0.006,optimize,512,2000,1,"('margin',)",1
4786,Plurality,"(64, 64)",6,11,uniform,0.012082325,0.0004975948417242026,0.014198163,57344,0.006,optimize,512,2000,1,"('margin',)",1
4787,Plurality,"(128, 128)",6,11,uniform,0.010735082,0.000490094298848557,0.014757182,61440,0.006,optimize,512,2000,1,"('margin',)",1
4788,Plurality,"(256, 128)",6,11,uniform,0.005021896,0.0004993250413378959,0.017360784,69632,0.006,optimize,512,2000,1,"('margin',)",1
4789,Plurality,"(256, 256)",6,11,uniform,0.0051892633,0.0004891648739770346,0.017641565,73728,0.006,optimize,512,2000,1,"('margin',)",1
4790,Plurality,"(8, 8, 8)",6,11,uniform,0.0027561712,0.00048534307802748156,0.016402133,69632,0.006,optimize,512,2000,1,"('margin',)",1
4791,Plurality,"(32, 16, 8)",6,11,uniform,0.010188823,0.0004977587214709554,0.015222357,61440,0.006,optimize,512,2000,1,"('margin',)",1
4792,Plurality,"(32, 32, 32)",6,11,uniform,0.011660564,0.0004868387661747849,0.014561779,61440,0.006,optimize,512,2000,1,"('margin',)",1
4793,Plurality,"(64, 64, 64)",6,11,uniform,0.01342222,0.0004924271704816004,0.013904789,57344,0.006,optimize,512,2000,1,"('margin',)",1
4794,Plurality,"(128, 64, 32)",6,11,uniform,0.013791159,0.0004890987752722061,0.013717456,57344,0.006,optimize,512,2000,1,"('margin',)",1
4795,Plurality,"(128, 128, 128)",6,11,uniform,0.00954359,0.0004853702215159977,0.015439014,65536,0.006,optimize,512,2000,1,"('margin',)",1
4796,Plurality,"(256, 256, 256)",6,11,uniform,0.009816157,0.0004896317509915343,0.01472934,61440,0.006,optimize,512,2000,1,"('margin',)",1
4797,Plurality,"(512, 256, 128)",6,11,uniform,0.010939559,0.0004949934970843912,0.015053695,61440,0.006,optimize,512,2000,1,"('margin',)",1
4798,Instant Runoff PUT,"(4,)",6,11,uniform,-0.021084776,0.0004975340877743682,0.023320017,94208,0.006,optimize,512,2000,1,"('margin',)",1
4799,Instant Runoff PUT,"(8,)",6,11,uniform,-0.0023586955,0.0004946091219901905,0.0140282875,57344,0.006,optimize,512,2000,1,"('margin',)",1
4800,Instant Runoff PUT,"(16,)",6,11,uniform,-0.00495649,0.0004962881978825792,0.014123694,57344,0.006,optimize,512,2000,1,"('margin',)",1
